,act_avg,city,zip,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,businessRepScore,tuition,engineeringRepScore,displayName,institutionalControl,institution_name,branches,region,admission_rate,ug_enrollment,percent_white,percent_black,percent_hispanic,percent_asian,percent_aian,percent_nhpi,percent_twoormore,percent_nra,percent_unknown,percent_parttime,avg_cost,instante_tuition,outstate_tuition,tuition_revenue_per,instructional_expenditure_per,avg_faculty_salary,ft_faculty_rate,avg_net_price,number_titleIV,sat_avg
127,21.0,Tucson,85721,29.0,35051.0,AZ,124,3.5,3.7,32449,3.1,University of Arizona,public,University of Arizona,2,6,0.8358,33428.0,0.5034,0.0401,0.2671,0.054,0.0128,0.0028,0.0459,0.067,0.0069,0.125,26157.0,11877.0,35307.0,15765.0,12211.0,10929.0,0.7484,14821.0,1958.0,970.0
129,24.0,Dayton,45469,46.0,34204.0,OH,124,3.7,2.5,41750,2.2,University of Dayton,private,University of Dayton,1,3,0.7168,8422.0,0.7926,0.0278,0.0519,0.0138,0.0009,0.0007,0.0338,0.0704,0.0081,0.0424,56370.0,41750.0,41750.0,19321.0,12533.0,8687.0,0.6174,32721.0,1028.0,1254.0
130,22.0,Lincoln,68588,21.0,28968.0,NE,124,3.5,3.2,23256,2.6,University of Nebraska--Lincoln,public,University of Nebraska-Lincoln,2,4,0.6438,20954.0,0.7475,0.0278,0.0617,0.0273,0.0025,0.0009,0.0313,0.0889,0.0122,0.0678,23278.0,8978.0,24098.0,9764.0,12043.0,10762.0,0.9388,17784.0,2144.0,1235.0
131,24.0,Hempstead,11549,61.0,40205.0,NY,132,3.6,2.7,43960,3.0,Hofstra University,private,Hofstra University,1,2,0.6395,6783.0,0.5598,0.0851,0.1297,0.1045,0.0044,0.005,0.0267,0.0587,0.0261,0.0463,56910.0,43960.0,43960.0,26964.0,17048.0,13227.0,0.4338,32240.0,982.0,1237.0
133,25.0,Macon,31207,67.0,26615.0,GA,133,3.8,2.2,36000,3.0,Mercer University,private,Mercer University,1,5,0.7326,4708.0,0.4798,0.2927,0.0537,0.0697,0.0019,0.0013,0.0331,0.024,0.0438,0.1257,49848.0,36000.0,36000.0,17797.0,12442.0,8441.0,0.9569,20812.0,563.0,1285.0
134,23.0,New York,10011,41.0,50853.0,NY,133,3.3,2.8343347639484984,47330,2.806829268292683,The New School,private,The New School,1,2,0.6151,6982.0,0.3251,0.057,0.1195,0.0961,0.001,0.0013,0.0394,0.3201,0.0405,0.1144,64523.0,47276.0,47276.0,30028.0,15450.0,11317.0,0.1746,40819.0,713.0,1223.0
135,23.02405498281787,Newark,7102,26.0,38949.0,NJ,133,3.5465020576131687,2.9,29480,2.806829268292683,Rutgers University--Newark,public,Rutgers University-Newark,3,2,0.6424,8122.0,0.2257,0.2001,0.289,0.1795,0.0007,0.0027,0.026,0.0543,0.022,0.1189,24719.0,14085.0,30026.0,17980.0,11571.0,13595.0,0.5645,13205.0,966.0,1086.0
136,23.0,Fayetteville,72701,16.0,33514.0,AR,133,3.7,3.2,24308,2.5,University of Arkansas,public,University of Arkansas,1,5,0.6596,22763.0,0.7619,0.0446,0.0877,0.0249,0.0092,0.0007,0.0361,0.0294,0.0054,0.1039,22122.0,9062.0,24308.0,9281.0,10173.0,9671.0,0.869,16069.0,1346.0,1239.0
137,23.0,Cincinnati,45221,28.0,35124.0,OH,133,3.6,2.9,26334,2.6,University of Cincinnati,public,University of Cincinnati-Main Campus,3,3,0.7649,25523.0,0.7415,0.0735,0.0319,0.0381,0.0014,0.0007,0.0366,0.0446,0.0317,0.1186,27499.0,11000.0,27334.0,13004.0,11854.0,9708.0,0.5684,23498.0,2585.0,1230.0
138,22.0,Lexington,40506,35.27972027972028,33920.86713286713,KY,133,3.7,3.0,28046,2.5,University of Kentucky,public,University of Kentucky,1,5,0.9577,22078.0,0.7552,0.078,0.0481,0.0264,0.0021,0.0011,0.0372,0.0249,0.0269,0.0664,27591.0,11942.0,28046.0,12543.0,12475.0,10644.0,0.8479,18903.0,1870.0,1213.0
139,24.0,Fairfax,22030,39.0,38588.0,VA,140,3.7,3.0,34370,2.4,George Mason University,public,George Mason University,1,5,0.8132,24395.0,0.4147,0.1118,0.1436,0.2019,0.0014,0.003,0.0453,0.0517,0.0266,0.1792,25196.0,11924.0,34370.0,11746.0,12247.0,11045.0,0.5167,19779.0,1511.0,1210.0
141,23.0,San Diego,92182,32.0,31354.0,CA,140,3.7,2.9,19340,2.5,San Diego State University,public,San Diego State University,2,8,0.3542,29758.0,0.3374,0.0401,0.3111,0.1344,0.0036,0.0023,0.0671,0.0639,0.0402,0.1,21051.0,7460.0,19340.0,6887.0,6889.0,10605.0,0.5205,14030.0,1837.0,1206.0
142,24.0,Tampa,33620,25.0,23103.0,FL,140,3.9,2.5,17324,2.4,University of South Florida,public,University of South Florida,3,5,0.4536,30918.0,0.4839,0.1042,0.207,0.069,0.0018,0.0018,0.0396,0.0646,0.0281,0.2127,19868.0,6410.0,17324.0,7059.0,9671.0,10030.0,0.7691,11700.0,2107.0,1246.0
143,20.0,Pullman,99164,37.0,30666.0,WA,140,3.4,2.8,25817,2.8,Washington State University,public,Washington State University,4,8,0.7306,24797.0,0.6107,0.0324,0.1482,0.0601,0.0066,0.0042,0.0688,0.046,0.023,0.1088,25433.0,11391.0,25817.0,10066.0,16556.0,9792.0,0.7866,16314.0,2029.0,1127.0
144,22.0,Manhattan,66506,22.0,34621.0,KS,145,3.5,2.8,24775,2.7,Kansas State University,public,Kansas State University,1,4,0.9412,18171.0,0.783,0.0335,0.0706,0.0147,0.005,0.0009,0.0366,0.0464,0.0093,0.0836,23262.0,10135.0,25492.0,11305.0,12121.0,9055.0,0.8891,17926.0,1518.0,950.0
145,22.0,Corvallis,97331,34.0,36636.0,OR,145,3.7,2.7,29457,2.8,Oregon State University,public,Oregon State University,2,8,0.7884,24921.0,0.6421,0.013,0.0971,0.0765,0.0053,0.003,0.0704,0.0711,0.0214,0.2619,26121.0,10797.0,29457.0,11691.0,11155.0,9735.0,0.7667,20493.0,1513.0,1197.0
146,22.0,Rochester,14618,81.0,28750.0,NY,145,3.6,2.1,33120,2.806829268292683,St. John Fisher College,private,Saint John Fisher College,1,2,0.6453,2724.0,0.8399,0.0374,0.0463,0.0341,0.0026,0.0004,0.0198,0.0022,0.0173,0.0404,45299.0,33120.0,33120.0,20328.0,11411.0,9216.0,1.0,27023.0,481.0,1158.0
147,21.0,Chicago,60607,31.0,39033.0,IL,145,3.3,3.0,27672,2.8,University of Illinois--Chicago,public,University of Illinois Chicago,1,3,0.7708,19106.0,0.3008,0.0798,0.3305,0.2175,0.0006,0.0008,0.0299,0.0346,0.0054,0.0754,25407.0,13704.0,26560.0,12918.0,30165.0,11177.0,0.711,14000.0,2342.0,1150.0
148,22.0,University,38677,24.0,27943.0,MS,145,3.6,2.8,23554,2.1,University of Mississippi,public,University of Mississippi,2,5,0.8391,18537.0,0.7784,0.1275,0.0337,0.0174,0.0029,0.001,0.0224,0.0164,0.0004,0.0634,23606.0,8300.0,23564.0,10700.0,13357.0,8985.0,0.8219,13929.0,996.0,1225.0
149,25.0,Richardson,75080,28.0,37028.0,TX,145,3.5465020576131687,3.1,33654,2.6,University of Texas--Dallas,public,The University of Texas at Dallas,1,6,0.7603,18375.0,0.3423,0.0581,0.1831,0.3101,0.0019,0.002,0.0426,0.0395,0.0204,0.1687,24154.0,11528.0,29656.0,11493.0,10283.0,12831.0,0.7299,14763.0,1365.0,1340.0
150,22.0,Garden City,11530,35.27972027972028,33920.86713286713,NY,151,3.6,2.1,37170,2.806829268292683,Adelphi University,private,Adelphi University,1,2,0.7312,5162.0,0.5149,0.0901,0.168,0.1083,0.0015,0.0002,0.0219,0.0308,0.0643,0.0589,48521.0,37170.0,37170.0,23797.0,13369.0,12223.0,0.3231,28322.0,845.0,1164.0
151,24.0,Melbourne,32901,35.27972027972028,33920.86713286713,FL,151,3.6,2.8343347639484984,41240,2.1,Florida Institute of Technology,private,Florida Institute of Technology,1,5,0.6346,3395.0,0.4533,0.0607,0.0869,0.0274,0.0021,0.0041,0.0227,0.3184,0.0244,0.0392,57119.0,41240.0,41240.0,22647.0,12134.0,9446.0,0.9446,31592.0,389.0,1243.0
153,21.0,Seattle,98119,35.27972027972028,33920.86713286713,WA,151,3.5,2.1,40893,2.9,Seattle Pacific University,private,Seattle Pacific University,1,8,0.9087,2900.0,0.5538,0.0397,0.1155,0.1162,0.0028,0.0093,0.0872,0.0541,0.0214,0.0403,54315.0,40893.0,40893.0,20395.0,11877.0,8644.0,0.5492,30299.0,474.0,1173.0
154,22.0,Albany,12222,35.27972027972028,33920.86713286713,NY,151,3.2,2.8,24358,2.806829268292683,University at Albany--SUNY,public,SUNY at Albany,1,2,0.5401,13320.0,0.4501,0.1848,0.1712,0.0827,0.0019,0.0014,0.0314,0.0548,0.0219,0.0463,24742.0,9490.0,24370.0,7466.0,14648.0,9202.0,0.5668,18093.0,1828.0,1173.0
156,24.0,Lowell,1854,35.27972027972028,33920.86713286713,MA,156,3.6,2.4,31865,2.3,University of Massachusetts--Lowell,public,University of Massachusetts-Lowell,1,1,0.6883,13284.0,0.6165,0.0586,0.1125,0.1039,0.0015,0.0005,0.0299,0.038,0.0387,0.216,27313.0,14800.0,31865.0,13295.0,11575.0,11628.0,0.561,19322.0,1068.0,1227.0
157,22.0,Kingston,2881,35.27972027972028,33920.86713286713,RI,156,3.5,2.6,28874,2.4,University of Rhode Island,public,University of Rhode Island,1,1,0.7006,14008.0,0.7266,0.0536,0.0978,0.0317,0.0019,0.0006,0.0271,0.0144,0.0462,0.1011,27834.0,13792.0,30042.0,13442.0,8692.0,10450.0,0.6722,19431.0,1191.0,1152.0
158,21.0,La Mirada,90639,35.27972027972028,33920.86713286713,CA,159,3.5,2.8343347639484984,38448,2.806829268292683,Biola University,private,Biola University,1,8,0.7198,4039.0,0.4617,0.0235,0.2144,0.1788,0.0012,0.004,0.0587,0.027,0.0307,0.0396,51154.0,38448.0,38448.0,22311.0,11588.0,9299.0,1.0,31492.0,592.0,1186.0
159,21.0,Normal,61790,35.27972027972028,33920.86713286713,IL,159,3.4,2.4,25168,2.806829268292683,Illinois State University,public,Illinois State University,1,3,0.8913,18264.0,0.7502,0.0861,0.104,0.0211,0.0016,0.0011,0.0286,0.0046,0.0027,0.0616,28197.0,14061.0,25168.0,11552.0,15761.0,7979.0,0.7675,21345.0,2496.0,1165.0
160,21.0,Birmingham,35294,35.27972027972028,33920.86713286713,AL,159,3.7,2.8,23790,2.2,University of Alabama--Birmingham,public,University of Alabama at Birmingham,1,5,0.9181,12866.0,0.5784,0.2585,0.0333,0.0588,0.0033,0.0002,0.0408,0.0195,0.0072,0.2515,24129.0,8328.0,19032.0,11612.0,17235.0,10640.0,0.8993,17535.0,1120.0,1195.0
162,20.0,La Verne,91750,35.27972027972028,33920.86713286713,CA,159,3.5,2.8343347639484984,41450,2.806829268292683,University of La Verne,private,University of La Verne,1,8,0.4754,5120.0,0.208,0.0588,0.5215,0.0506,0.0035,0.0057,0.0377,0.0326,0.0816,0.2697,52724.0,41450.0,41450.0,19899.0,9077.0,9079.0,0.3772,25429.0,435.0,1106.0
163,24.0,Baltimore,21250,35.27972027972028,33920.86713286713,MD,159,3.5465020576131687,2.8343347639484984,25654,2.4,University of Maryland--Baltimore County,public,University of Maryland-Baltimore County,1,2,0.6021,11130.0,0.4109,0.1818,0.0739,0.2156,0.0021,0.0013,0.0433,0.0389,0.0323,0.144,24503.0,11518.0,25654.0,9968.0,11426.0,9982.0,0.6855,20539.0,759.0,1255.0
164,18.0,Immaculata,19345,35.27972027972028,33920.86713286713,PA,165,3.3,2.8343347639484984,27350,2.806829268292683,Immaculata University,private,Immaculata University,1,2,0.8294,1383.0,0.7115,0.1562,0.0665,0.0239,0.0007,0.0007,0.0202,0.0101,0.0101,0.3608,53064.0,27350.0,27350.0,15681.0,7506.0,4907.0,1.0,31971.0,190.0,1053.0
165,22.0,St Louis,63141,35.27972027972028,33920.86713286713,MO,165,3.6,2.8343347639484984,28470,2.806829268292683,Maryville University of St. Louis,private,Maryville University of Saint Louis,1,4,0.9188,3112.0,0.7224,0.0839,0.0386,0.0283,0.0029,0.0013,0.0283,0.0437,0.0508,0.2368,43329.0,28470.0,28470.0,13141.0,6296.0,8126.0,0.2204,23891.0,349.0,1176.0
166,25.0,Rolla,65409,35.27972027972028,33920.86713286713,MO,165,3.6,2.1,27701,2.9,Missouri University of Science & Technology,public,Missouri University of Science and Technology,1,4,0.8351,6872.0,0.8108,0.031,0.037,0.0357,0.0031,0.0001,0.029,0.0335,0.0199,0.1103,22045.0,9246.0,25918.0,11853.0,14144.0,10365.0,0.7698,14473.0,735.0,1323.0
167,22.0,Queens,11439,35.27972027972028,33920.86713286713,NY,165,3.5,2.5,40790,2.806829268292683,St. John's University,private,St. John's University-New York,1,2,0.6773,11756.0,0.3983,0.1722,0.0752,0.1604,0.0061,0.0038,0.0537,0.0517,0.0786,0.0216,51401.0,40520.0,40520.0,20692.0,11030.0,12336.0,0.4483,25747.0,2292.0,1171.0
169,22.0,Louisville,40292,35.27972027972028,33920.86713286713,KY,165,3.5,2.8,26286,2.3,University of Louisville,public,University of Louisville,1,5,0.753,14550.0,0.7314,0.1128,0.0474,0.0382,0.0012,0.0004,0.0544,0.0129,0.0013,0.1777,25728.0,11264.0,26286.0,11940.0,16438.0,8791.0,0.6855,16721.0,1400.0,1211.0
171,23.02405498281787,Glassboro,8028,35.27972027972028,33920.86713286713,NJ,171,3.5,2.2,21378,3.3,Rowan University,public,Rowan University,1,2,0.6942,15089.0,0.6619,0.1021,0.1012,0.0452,0.0014,0.0011,0.0283,0.0075,0.0513,0.1001,28787.0,13422.0,21890.0,11610.0,13594.0,8812.0,0.4676,23692.0,1617.0,1164.0
172,24.0,Orlando,32816,35.27972027972028,33920.86713286713,FL,171,3.9,2.7,22467,2.6,University of Central Florida,public,University of Central Florida,1,5,0.499,56366.0,0.4929,0.1124,0.2645,0.061,0.0017,0.0021,0.0395,0.0183,0.0077,0.2959,20950.0,6368.0,22467.0,5720.0,7050.0,9881.0,0.9724,15286.0,3101.0,1249.0
173,21.0,Moscow,83844,35.27972027972028,33920.86713286713,ID,171,3.4,2.6,23812,2.2,University of Idaho,public,University of Idaho,1,7,0.7309,7685.0,0.7405,0.0122,0.1068,0.0138,0.0068,0.0029,0.0428,0.0501,0.0241,0.0704,20444.0,7488.0,23812.0,8772.0,11464.0,8963.0,0.8311,14457.0,848.0,1127.0
174,21.0,Richmond,23284,35.27972027972028,33920.86713286713,VA,171,3.6,2.7,32942,2.3,Virginia Commonwealth University,public,Virginia Commonwealth University,1,5,0.839,22393.0,0.4655,0.194,0.093,0.1325,0.0021,0.0014,0.0648,0.0335,0.0131,0.1132,29339.0,13624.0,33656.0,11950.0,14770.0,9138.0,0.6906,21655.0,2382.0,1168.0
176,21.0,Moon Township,15108,35.27972027972028,33920.86713286713,PA,176,3.5,2.1,29420,2.4,Robert Morris University,private,Robert Morris University,1,2,0.8332,4213.0,0.7318,0.0591,0.023,0.0104,0.0007,0.0012,0.0318,0.1192,0.0228,0.0888,43630.0,29420.0,29420.0,19210.0,8590.0,11599.0,1.0,25996.0,713.0,1127.0
178,23.0,Jackson,38305,35.27972027972028,33920.86713286713,TN,176,3.5465020576131687,2.8343347639484984,31580,2.7,Union University,private,Union University,1,5,0.5998,2099.0,0.7318,0.1872,0.021,0.0195,0.0091,0.0005,0.0,0.021,0.01,0.2382,49158.0,31510.0,31510.0,14565.0,11391.0,7378.0,0.5899,22839.0,203.0,1243.0
179,20.0,West Hartford,6117,35.27972027972028,33920.86713286713,CT,176,3.5465020576131687,2.4,38910,2.8,University of Hartford,private,University of Hartford,1,1,0.8089,4835.0,0.5495,0.1506,0.1295,0.0354,0.0025,0.0006,0.0372,0.0563,0.0385,0.078,52365.0,38910.0,38910.0,17473.0,14465.0,7841.0,0.4032,30440.0,1002.0,1140.0
181,21.0,Cambridge,2138,35.27972027972028,33920.86713286713,MA,181,3.3,2.8343347639484984,26550,2.806829268292683,Lesley University,private,Lesley University,1,1,0.7261,2074.0,0.6292,0.0776,0.1254,0.0463,0.001,0.0005,0.041,0.0289,0.0501,0.2126,43407.0,26675.0,26675.0,19054.0,10971.0,8453.0,0.2405,31401.0,308.0,1123.0
182,22.0,Nashville,37204,35.27972027972028,33920.86713286713,TN,181,3.6,2.8343347639484984,30932,2.5,Lipscomb University,private,Lipscomb University,1,5,0.6043,2973.0,0.7629,0.0683,0.0683,0.0309,0.0017,0.0007,0.0272,0.0289,0.0111,0.0844,43623.0,30932.0,30932.0,19107.0,11232.0,7619.0,0.4825,24279.0,362.0,1239.0
183,20.0,Boston,2108,35.27972027972028,33920.86713286713,MA,181,3.2,2.2,37270,2.0,Suffolk University,private,Suffolk University,1,1,0.8355,4952.0,0.4653,0.0551,0.1189,0.0765,0.0014,0.0006,0.0226,0.2229,0.0366,0.0384,51164.0,37270.0,37270.0,24023.0,10008.0,11747.0,0.5231,30126.0,796.0,1102.0
184,21.0,Orono,4469,35.27972027972028,33920.86713286713,ME,181,3.2,2.4,30282,2.2,University of Maine,public,University of Maine,1,1,0.9226,8836.0,0.8425,0.0207,0.0362,0.0151,0.0098,0.0,0.0323,0.0189,0.0246,0.0764,23262.0,10902.0,30282.0,10635.0,9922.0,9218.0,0.6446,17074.0,919.0,1157.0
185,21.0,Laramie,82071,35.27972027972028,33920.86713286713,WY,181,3.5,2.5,16827,2.2,University of Wyoming,public,University of Wyoming,1,7,0.9682,9623.0,0.7145,0.0109,0.0725,0.0113,0.005,0.0017,0.0394,0.0418,0.1029,0.1397,19615.0,5217.0,16827.0,5188.0,15889.0,9440.0,0.9754,13070.0,377.0,1195.0
186,21.0,Azusa,91702,35.27972027972028,33920.86713286713,CA,187,3.7,2.8343347639484984,36120,2.806829268292683,Azusa Pacific University,private,Azusa Pacific University,2,8,0.6012,5560.0,0.395,0.0531,0.3232,0.0932,0.0022,0.0106,0.0786,0.0277,0.0165,0.1061,49911.0,37506.0,37506.0,18252.0,9028.0,8201.0,0.3264,27267.0,726.0,1131.0
189,21.0,New York,10038,35.27972027972028,33920.86713286713,NY,187,3.3,2.6,44036,2.806829268292683,Pace University,private,Pace University,1,2,0.7956,8456.0,0.5102,0.108,0.1302,0.0796,0.0024,0.0007,0.0412,0.1045,0.0233,0.0734,60221.0,43986.0,43986.0,21644.0,10757.0,12333.0,1.0,29588.0,1302.0,1144.0
190,21.0,Morgantown,26506,35.27972027972028,33920.86713286713,WV,187,3.5,2.6,23616,2.4,West Virginia University,public,West Virginia University,3,5,0.719,21705.0,0.7883,0.0448,0.0363,0.0149,0.0012,0.0008,0.0411,0.0702,0.0024,0.0457,20702.0,8376.0,23616.0,13260.0,10755.0,9761.0,0.767,11825.0,1470.0,1159.0
192,19.0,Indianapolis,46202,35.27972027972028,33920.86713286713,IN,192,3.5,2.8343347639484984,29806,2.5,Indiana University-Purdue University--Indianapolis,public,Indiana University-Purdue University-Indianapolis,1,3,0.7965,20870.0,0.6956,0.0939,0.0748,0.0434,0.001,0.0007,0.0436,0.0416,0.0055,0.1645,20352.0,9334.0,29806.0,11325.0,16407.0,8369.0,0.5671,12021.0,2615.0,1104.0
193,23.0,Houston,77204,35.27972027972028,33920.86713286713,TX,192,3.5465020576131687,2.9,27337,2.6,University of Houston,public,University of Houston,1,6,0.6111,35985.0,0.2367,0.0994,0.3478,0.2233,0.0011,0.0019,0.0334,0.0409,0.0156,0.2565,24678.0,9706.0,22066.0,10427.0,7877.0,11419.0,0.8517,16392.0,2348.0,1202.0
195,21.0,Grand Forks,58202,35.27972027972028,33920.86713286713,ND,192,3.4,2.4,21462,2.806829268292683,University of North Dakota,public,University of North Dakota,1,4,0.8348,10351.0,0.8136,0.0242,0.035,0.0167,0.0124,0.0008,0.0344,0.049,0.014,0.1788,19670.0,8447.0,20047.0,10757.0,17641.0,8396.0,0.928,15056.0,454.0,1165.0
196,21.0,Chester,19013,35.27972027972028,33920.86713286713,PA,192,3.5,2.0,44166,2.5,Widener University,private,Widener University,1,2,0.6543,3224.0,0.7087,0.1303,0.0481,0.0394,0.0016,0.0003,0.0316,0.0242,0.0158,0.0996,57523.0,44166.0,44166.0,19001.0,12193.0,8458.0,0.4253,30017.0,613.0,1104.0
198,21.0,Fargo,58108,35.27972027972028,33920.86713286713,ND,198,3.4,2.2,20571,2.0,North Dakota State University,public,University of North Dakota,1,4,0.8348,10351.0,0.8136,0.0242,0.035,0.0167,0.0124,0.0008,0.0344,0.049,0.014,0.1788,19670.0,8447.0,20047.0,10757.0,17641.0,8396.0,0.928,15056.0,454.0,1165.0
199,22.0,Ft. Lauderdale,33314,35.27972027972028,33920.86713286713,FL,198,3.5465020576131687,2.8343347639484984,29940,2.806829268292683,Nova Southeastern University,private,Nova Southeastern University,1,5,0.5817,4417.0,0.343,0.1485,0.2735,0.0998,0.002,0.0014,0.0301,0.0632,0.0385,0.2866,45722.0,29880.0,29930.0,28175.0,16553.0,9799.0,0.3932,26606.0,473.0,1201.0
205,21.0,Reno,89557,35.27972027972028,33920.86713286713,NV,202,3.6,2.3,21787,2.2,University of Nevada--Reno,public,University of Nevada-Reno,1,8,0.8803,17930.0,0.5759,0.033,0.2079,0.0789,0.0073,0.0057,0.0677,0.0095,0.0142,0.1331,21142.0,7599.0,21788.0,7137.0,14571.0,9979.0,0.9689,14505.0,1321.0,1165.0
207,20.0,Greenville,27858,35.27972027972028,33920.86713286713,NC,207,3.8,2.2,23420,2.5,East Carolina University,public,East Carolina University,1,5,0.7902,22598.0,0.6692,0.1598,0.0669,0.0264,0.0069,0.0012,0.0381,0.0054,0.026,0.1168,21102.0,7143.0,23420.0,7422.0,11707.0,8754.0,0.7702,15415.0,2479.0,1105.0
209,21.0,Bozeman,59717,35.27972027972028,33920.86713286713,MT,207,3.4,2.3,23042,2.2,Montana State University,public,Montana State University,1,7,0.8311,14383.0,0.8456,0.0047,0.0416,0.0096,0.0136,0.0011,0.0431,0.0276,0.0131,0.1448,19980.0,7079.0,24071.0,10272.0,7962.0,8705.0,0.6134,17754.0,913.0,1195.0
210,19.0,Fairbanks,99775,35.27972027972028,33920.86713286713,AK,207,3.3,2.2,23534,2.1,University of Alaska--Fairbanks,public,University of Alaska Fairbanks,1,8,0.767,4910.0,0.4945,0.0277,0.0727,0.0196,0.1403,0.0049,0.0786,0.0112,0.1505,0.4029,17168.0,6262.0,19183.0,7960.0,16643.0,9617.0,0.6036,9988.0,232.0,1094.0
212,20.0,North Dartmouth,2747,35.27972027972028,33920.86713286713,MA,207,3.2,2.6,28285,2.2,University of Massachusetts--Dartmouth,public,University of Massachusetts-Dartmouth,1,1,0.8427,6559.0,0.6105,0.1569,0.0979,0.0364,0.0018,0.0,0.0367,0.0213,0.0384,0.1229,26536.0,13571.0,28285.0,10143.0,12425.0,10844.0,0.6856,18899.0,1014.0,1097.0
214,19.0,Kalamazoo,49008,35.27972027972028,33920.86713286713,MI,207,3.3,2.5,14699,2.806829268292683,Western Michigan University,public,Western Michigan University,1,3,0.8232,17704.0,0.7062,0.123,0.0612,0.0182,0.0043,0.001,0.0374,0.0418,0.0069,0.1519,24357.0,11943.0,14699.0,12351.0,11914.0,9751.0,0.6262,17259.0,1850.0,1103.0
218,19.0,Carbondale,62901,35.27972027972028,33920.86713286713,IL,216,3.1,2.5,13936,2.0,Southern Illinois University--Carbondale,public,Southern Illinois University-Carbondale,1,3,0.7601,10896.0,0.6509,0.1626,0.0887,0.0172,0.0028,0.001,0.0363,0.0394,0.0011,0.1362,27119.0,13932.0,28107.0,9414.0,17879.0,7669.0,0.8214,17175.0,1211.0,1143.0
220,21.0,Kansas City,64110,35.27972027972028,33920.86713286713,MO,216,3.4,2.6,25999,2.806829268292683,University of Missouri--Kansas City,public,University of Missouri-Kansas City,1,4,0.6415,7854.0,0.5656,0.1367,0.0975,0.0802,0.0022,0.0013,0.0371,0.0512,0.0283,0.1513,21120.0,8011.0,19793.0,11706.0,13714.0,8855.0,0.6272,14897.0,721.0,1197.0
227,19.0,Winchester,22601,35.27972027972028,33920.86713286713,VA,223,3.4,2.0,31920,2.806829268292683,Shenandoah University,private,Shenandoah University,1,5,0.8325,2055.0,0.5723,0.11,0.0652,0.0282,0.0073,0.0024,0.0219,0.0277,0.165,0.0311,45388.0,31920.0,31920.0,17830.0,10110.0,7815.0,0.559,29280.0,378.0,1115.0
229,20.0,Detroit,48202,35.27972027972028,33920.86713286713,MI,223,3.4,2.4,28590,2.2,Wayne State University,public,Wayne State University,1,3,0.6741,16768.0,0.5858,0.168,0.0516,0.0951,0.0023,0.0008,0.0383,0.0233,0.0348,0.2637,22771.0,12729.0,27203.0,11150.0,12570.0,10403.0,0.5716,12970.0,1528.0,1134.0
231,23.02405498281787,Augusta,30912,35.27972027972028,33920.86713286713,GA,-1,3.5465020576131687,2.8343347639484984,23606,2.806829268292683,Augusta University,public,Augusta University,1,5,0.7459,4978.0,0.5215,0.2491,0.0703,0.0693,0.0024,0.002,0.0562,0.0123,0.0169,0.1593,19970.0,8604.0,23606.0,11421.0,21986.0,8271.0,0.682,16771.0,466.0,1006.0
232,18.0,Miami Shores,33161,35.27972027972028,33920.86713286713,FL,-1,3.5465020576131687,2.0,29700,2.806829268292683,Barry University,private,Barry University,2,5,0.8507,3459.0,0.1943,0.3426,0.34,0.011,0.0046,0.002,0.0124,0.0809,0.0121,0.1434,43787.0,29850.0,29850.0,15322.0,10959.0,7911.0,0.4476,20254.0,394.0,970.0
235,18.0,Atlanta,30314,35.27972027972028,33920.86713286713,GA,-1,3.2,2.8343347639484984,23082,2.806829268292683,Clark Atlanta University,private,Clark Atlanta University,1,5,0.5793,3302.0,0.0009,0.8519,0.0012,0.0006,0.0012,0.0,0.0,0.0588,0.0854,0.0348,37761.0,21892.0,21892.0,17514.0,7347.0,6946.0,0.637,33496.0,904.0,1000.0
237,19.0,Ypsilanti,48197,35.27972027972028,33920.86713286713,MI,-1,3.3,2.2,11530,2.806829268292683,Eastern Michigan University,public,Eastern Michigan University,1,3,0.4474,16536.0,0.6419,0.1845,0.0516,0.0249,0.0026,0.001,0.0394,0.0184,0.0356,0.2577,21840.0,12019.0,29200.0,10343.0,7243.0,9560.0,0.9879,14043.0,2029.0,1046.0
256,18.0,Norfolk,23529,35.27972027972028,33920.86713286713,VA,-1,3.3,2.5,28200,2.2,Old Dominion University,public,Old Dominion University,1,5,0.8572,19364.0,0.4466,0.3052,0.0872,0.0466,0.0028,0.0034,0.0677,0.015,0.0257,0.2243,23250.0,10050.0,27900.0,7203.0,9932.0,8400.0,0.9445,15368.0,1809.0,1089.0
272,19.0,Deerfield,60015,35.27972027972028,33920.86713286713,IL,-1,3.2,2.8343347639484984,30750,2.806829268292683,Trinity International University,private,Trinity International University-Illinois,3,3,0.75,750.0,0.544,0.1613,0.032,0.0387,0.0027,0.004,0.0493,0.0333,0.1347,0.2573,42606.0,30750.0,30750.0,11238.0,11998.0,7872.0,0.2652,19887.0,129.0,1129.0
281,19.0,Las Vegas,89154,35.27972027972028,33920.86713286713,NV,-1,3.3,2.5,21498,2.2,University of Nevada--Las Vegas,public,University of Nevada-Las Vegas,1,8,0.8107,24783.0,0.3168,0.078,0.2932,0.1562,0.0023,0.0094,0.1032,0.0361,0.0047,0.2389,16964.0,7665.0,21853.0,7181.0,9791.0,10544.0,1.0,10555.0,1853.0,1100.0
